DateComm	DateLiv	Nom	Prénom	Ancienneté	Secteur	CodePostal	Pays	TrancheHoraire	TypeFoyer	Produit	Allégé	NomGamme	NomRayon	Prix Unitaire	Quantité	Prix de Revient
28/01/2025	30/01/2025	Bideau	Patricio	Habitué	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Rössle Sauerkraut	0	Produits secs	Fruits & Légumes	32.55	8	23,36
28/01/2025	30/01/2025	Bideau	Patricio	Habitué	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Sasquatch Ale	0	Alcools	Boissons	10	20	O7,44
03/02/2025	04/02/2025	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Gorgonzola Telino	0	Produits laitiers	Frais	8.95	44	O6,48
18/02/2025	19/02/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Sasquatch Ale	0	Alcools	Boissons	10	60	O7,44
22/04/2025	24/04/2025	Leboeuf	Maria	Habitué	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Thüringer Rostbratwurst	0	Viandes	Plats	88.4	50	58,4
28/03/2025	29/03/2025	Lafont	Carlos	Récent	Paris 14	75014	France	Soirée	Célibataire sans enfant	Mascarpone Fabioli	0	Produits laitiers	Frais	22.85	50	16,17
12/05/2025	13/05/2025	Babineau	Howard	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec un enfant	Thüringer Rostbratwurst	0	Viandes	Plats	88.4	2	58,4
15/05/2025	17/05/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Sasquatch Ale	0	Alcools	Boissons	10	90	O7,44
25/05/2025	27/05/2025	Duhon	Jonas	Habitué	Ivry	94200	France	Après-Midi	Célibataire sans enfant	Nord-Ost Matjeshering	0	Poissons et fruits de mer	Frais	18.5	15	13,32
08/06/2025	09/06/2025	Rommel	Ann	Habitué	Paris 14	75014	France	Matin	Célibataire avec deux enfants ou plus	Geitost	1	Produits laitiers	Frais	1.8	30	O1,38
24/03/2025	27/03/2025	Roy	Pascale	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Couple sans enfant	Steeleye Stout	0	Alcools	Boissons	12.85	60	O9,58
28/02/2025	01/03/2025	Robichaud	Felipe	Habitué	Le Kremlin-B.	94270	France	Soirée	Célibataire avec un enfant	Steeleye Stout	0	Alcools	Boissons	12.85	24	O9,58
21/07/2025	24/07/2025	Theriot	Georg	Récent	Paris 14	75014	France	Soirée	Célibataire sans enfant	Mascarpone Fabioli	0	Produits laitiers	Frais	22.85	20	16,17
08/08/2025	09/08/2025	Lafont	Carlos	Récent	Paris 14	75014	France	Après-Midi	Célibataire sans enfant	Nord-Ost Matjeshering	0	Poissons et fruits de mer	Frais	18.5	4	13,32
16/08/2025	19/08/2025	Bastarache	Renate	Habitué	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Gorgonzola Telino	0	Produits laitiers	Frais	8.95	20	O6,48
26/08/2025	29/08/2025	Lavallee	Paula	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Mascarpone Fabioli	0	Produits laitiers	Frais	22.85	1	16,17
27/04/2024	29/04/2024	Devaux	Paolo	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Røgede sild	0	Poissons et fruits de mer	Frais	6.8	4	O5,88
29/04/2024	30/04/2024	Forest	Giovanni	Habitué	Ivry	94200	France	Matin	Couple sans enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	3	O9,9
04/06/2024	05/06/2024	Thibeau	Christina	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	10	O5,14
13/06/2024	14/06/2024	Forest	Giovanni	Habitué	Ivry	94200	France	Matin	Couple sans enfant	Chartreuse verte	0	Alcools	Boissons	12.85	2	O8,72
23/06/2024	25/06/2024	Fontenot	Peter	Habitué	Paris 5	75005	France	Matin	Couple avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	20	O5,14
26/06/2024	28/06/2024	Duhon	Thomas	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	14	O5,14
01/07/2024	03/07/2024	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Gula Malacca	0	Condiments	Fruits & Légumes	13.9	10	O9,71
17/07/2024	18/07/2024	Devaux	Paolo	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	1	O9,9
01/08/2024	02/08/2024	Simon	Philip	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	60	O9,9
03/08/2024	04/08/2024	Forest	Giovanni	Habitué	Ivry	94200	France	Soirée	Couple sans enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	20	O5,14
04/08/2024	07/08/2024	Bideau	Patricio	Habitué	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Ipoh Coffee	0	Alcools	Boissons	32.85	7	21,73
16/07/2024	18/07/2024	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Chartreuse verte	0	Alcools	Boissons	12.85	21	O8,72
31/08/2024	01/09/2024	Thibeau	Christina	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	25	O9,9
05/12/2024	06/12/2024	Fontenot	Carlos	Habitué	Paris 14	75014	France	Matin	Couple avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	30	O5,14
13/04/2025	15/04/2025	Rommel	Ann	Habitué	Paris 14	75014	France	Soirée	Célibataire avec deux enfants ou plus	Ipoh Coffee	0	Alcools	Boissons	32.85	6	21,73
22/04/2025	24/04/2025	Leboeuf	Maria	Habitué	Ivry	94200	France	Soirée	Célibataire avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	35	O5,14
24/05/2025	25/05/2025	Robichaud	Felipe	Habitué	Paris 14	75014	France	Matin	Célibataire avec un enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	28	O5,14
11/07/2025	12/07/2025	Poirier	Rita	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Mascarpone Fabioli	0	Produits laitiers	Frais	22.85	15	16,17
11/07/2025	12/07/2025	Poirier	Rita	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Steeleye Stout	0	Alcools	Boissons	12.85	18	O9,58
10/08/2025	11/08/2025	Robichau	Karl	Récent	Paris 13	75013	France	Après-Midi	Célibataire avec deux enfants ou plus	Sasquatch Ale	0	Alcools	Boissons	10	35	O7,44
19/08/2025	21/08/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Matin	Célibataire avec un enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	40	O5,14
28/03/2024	29/03/2024	Thibeau	Christina	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Filo Mix	0	Pâtes et céréales	Plats	5	25	O3,84
15/04/2024	18/04/2024	Boutin	Horst	Récent	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Gula Malacca	0	Condiments	Fruits & Légumes	13.9	16	O9,71
20/04/2024	22/04/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	40	O9,9
30/04/2024	01/05/2024	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Couple avec deux enfants ou plus	Zaanse koeken	0	Desserts	Plats	6.8	30	O5,24
18/05/2024	19/05/2024	Roy	Pascale	Récent	Le Kremlin-B.	94270	France	Soirée	Couple sans enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	10	2	O7,19
26/06/2024	28/06/2024	Duhon	Thomas	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Filo Mix	0	Pâtes et céréales	Plats	5	8	O3,84
31/08/2024	01/09/2024	Thibeau	Christina	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Zaanse koeken	0	Desserts	Plats	6.8	40	O5,24
12/09/2024	13/09/2024	Boutin	Horst	Récent	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	10	42	O7,19
15/09/2024	16/09/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Gravad lax	0	Poissons et fruits de mer	Frais	18.55	60	13,08
15/09/2024	16/09/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Røgede sild	0	Poissons et fruits de mer	Frais	6.8	36	O5,88
03/01/2025	05/01/2025	Duhon	Thomas	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Valkoinen suklaa	0	Desserts	Plats	11.6	24	10,12
30/01/2025	31/01/2025	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Ipoh Coffee	0	Alcools	Boissons	32.85	24	21,73
16/02/2025	19/02/2025	Vilatte	Bernardo	Habitué	Paris 5	75005	France	Soirée	Célibataire avec deux enfants ou plus	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	4	O5,14
18/02/2025	19/02/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Pâté chinois	0	Viandes	Plats	17.15	65	11,86
01/05/2025	02/05/2025	Champagne	Henriette	Récent	Paris 5	75005	France	Soirée	Célibataire sans enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	20	O5,14
04/05/2025	06/05/2025	Leboeuf	Maria	Habitué	Ivry	94200	France	Matin	Célibataire avec deux enfants ou plus	Pâté chinois	0	Viandes	Plats	17.15	6	11,86
07/05/2025	10/05/2025	Douaron	Liu	Récent	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	10	O9,9
11/04/2025	12/04/2025	Devaux	Paolo	Habitué	Ivry	94200	France	Après-Midi	Couple sans enfant	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	10	27,7
24/03/2025	27/03/2025	Roy	Pascale	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Couple sans enfant	Singaporean Hokkien Fried Mee	0	Pâtes et céréales	Plats	10	30	O7,19
29/06/2025	30/06/2025	Roy	Pascale	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Boston Crab Meat	0	Poissons et fruits de mer	Frais	13.15	5	O9,9
09/07/2025	10/07/2025	Bideau	Elizabeth	Habitué	Paris 13	75013	France	Après-Midi	Célibataire sans enfant	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	24	27,7
26/07/2025	28/07/2025	Rommel	Ann	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec deux enfants ou plus	Pâté chinois	0	Viandes	Plats	17.15	35	11,86
13/08/2025	14/08/2025	Mercier	Lúcia	Récent	Paris 5	75005	France	Soirée	Couple sans enfant	Ipoh Coffee	0	Alcools	Boissons	32.85	36	21,73
14/08/2025	15/08/2025	Guidry	Miguel	Récent	Paris 13	75013	France	Soirée	Célibataire sans enfant	Chartreuse verte	0	Alcools	Boissons	12.85	20	O8,72
19/08/2025	21/08/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Matin	Célibataire avec un enfant	Valkoinen suklaa	0	Desserts	Plats	11.6	22	10,12
26/08/2025	29/08/2025	Lavallee	Paula	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Chartreuse verte	0	Alcools	Boissons	12.85	2	O8,72
26/08/2025	29/08/2025	Lavallee	Paula	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Jack's New England Clam Chowder	0	Poissons et fruits de mer	Frais	6.9	3	O5,14
24/04/2024	25/04/2024	Arceneaux	Michael	Habitué	Paris 13	75013	France	Matin	Couple avec un enfant	Valkoinen suklaa	0	Desserts	Plats	11.6	20	10,12
05/05/2024	06/05/2024	Arceneaux	Michael	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Filo Mix	0	Pâtes et céréales	Plats	5	60	O3,84
20/05/2024	22/05/2024	Duhon	Thomas	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Camembert Pierrot	0	Produits laitiers	Frais	24.3	15	16,48
25/06/2024	26/06/2024	Lapierre	Zbyszek	Récent	Le Kremlin-B.	94270	France	Matin	Couple sans enfant	Tourtière	0	Viandes	Plats	5.3	3	O3,91
07/07/2024	09/07/2024	Laurier	Hari	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	10	27,7
07/07/2024	09/07/2024	Laurier	Hari	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Tourtière	0	Viandes	Plats	5.3	7	O3,91
13/07/2024	14/07/2024	Laurier	Hari	Récent	Paris 14	75014	France	Matin	Couple avec deux enfants ou plus	Maxilaku	1	Desserts	Plats	14.3	4	O9,86
20/07/2024	21/07/2024	Melanson	Paula	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Filo Mix	0	Pâtes et céréales	Plats	5	20	O3,84
28/07/2024	31/07/2024	Blondin	Maria	Habitué	Paris 5	75005	France	Après-Midi	Couple avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	39.3	15	28,01
10/01/2025	11/01/2025	Gautreaux	Mario	Habitué	Paris 5	75005	France	Après-Midi	Couple avec deux enfants ou plus	Filo Mix	0	Pâtes et céréales	Plats	5	12	O3,84
15/01/2025	17/01/2025	Cyr	Eduardo	Récent	Paris 13	75013	France	Soirée	Couple avec un enfant	Zaanse koeken	0	Desserts	Plats	6.8	5	O5,24
28/03/2025	29/03/2025	Lafont	Carlos	Récent	Paris 14	75014	France	Soirée	Célibataire sans enfant	Filo Mix	0	Pâtes et céréales	Plats	5	20	O3,84
01/05/2025	02/05/2025	Champagne	Henriette	Récent	Paris 5	75005	France	Soirée	Célibataire sans enfant	Manjimup Dried Apples	0	Produits secs	Fruits & Légumes	37.85	15	27,7
07/05/2025	10/05/2025	Douaron	Liu	Récent	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Filo Mix	0	Pâtes et céréales	Plats	5	10	O3,84
31/05/2025	01/06/2025	Broussard	Sergio	Récent	Paris 13	75013	France	Soirée	Célibataire avec deux enfants ou plus	Maxilaku	1	Desserts	Plats	14.3	2	O9,86
14/06/2025	16/06/2025	Simon	Philip	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Pâté chinois	0	Viandes	Plats	17.15	35	11,86
24/03/2025	27/03/2025	Roy	Pascale	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Couple sans enfant	Tourtière	0	Viandes	Plats	5.3	10	O3,91
29/06/2025	30/06/2025	Roy	Pascale	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Filo Mix	0	Pâtes et céréales	Plats	5	2	O3,84
28/02/2025	01/03/2025	Robichaud	Felipe	Habitué	Le Kremlin-B.	94270	France	Soirée	Célibataire avec un enfant	Maxilaku	1	Desserts	Plats	14.3	60	O9,86
29/07/2025	31/07/2025	Robichau	Hanna	Récent	Paris 5	75005	France	Soirée	Célibataire sans enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	21	16,48
04/08/2025	05/08/2025	Rodrigue	Maurizio	Habitué	Ivry	94200	France	Matin	Célibataire avec un enfant	Perth Pasties	0	Viandes	Plats	23.45	10	16,14
08/08/2025	09/08/2025	Lafont	Carlos	Récent	Paris 14	75014	France	Après-Midi	Célibataire sans enfant	Tourtière	0	Viandes	Plats	5.3	20	O3,91
26/08/2025	29/08/2025	Lavallee	Paula	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Filo Mix	0	Pâtes et céréales	Plats	5	2	O3,84
26/08/2025	29/08/2025	Lavallee	Paula	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Pâté chinois	0	Viandes	Plats	17.15	2	11,86
15/04/2024	18/04/2024	Boutin	Horst	Récent	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	45	28,01
30/04/2024	01/05/2024	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Couple avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	30	18,86
30/04/2024	01/05/2024	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Couple avec deux enfants ou plus	Ravioli Angelo	0	Pâtes et céréales	Plats	13.95	14	O9,56
03/05/2024	04/05/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	30	24,73
05/06/2024	07/06/2024	Laliberte	Alexander	Récent	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	20	24,73
20/06/2024	21/06/2024	Lecompte	Martine	Habitué	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Vegie-spread	0	Condiments	Fruits & Légumes	31.35	30	20,37
05/07/2024	06/07/2024	Simon	Philip	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	25	28,01
01/08/2024	02/08/2024	Simon	Philip	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Tarte au sucre	0	Desserts	Plats	35.2	25	24,73
06/07/2024	09/07/2024	Lavallee	Paula	Récent	Paris 13	75013	France	Soirée	Couple avec un enfant	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	30	18,86
12/09/2024	13/09/2024	Boutin	Horst	Récent	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Escargots de Bourgogne	0	Poissons et fruits de mer	Frais	9.45	60	O6,63
23/09/2024	24/09/2024	Lavallee	Paula	Récent	Paris 13	75013	France	Matin	Couple avec un enfant	Tarte au sucre	0	Desserts	Plats	35.2	50	24,73
19/01/2025	20/01/2025	Arceneaux	Michael	Habitué	Paris 13	75013	France	Matin	Couple avec un enfant	Ravioli Angelo	0	Pâtes et céréales	Plats	13.95	30	O9,56
21/01/2025	23/01/2025	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Matin	Couple avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	14	24,73
30/01/2025	31/01/2025	Boutin	Horst	Récent	Paris 5	75005	France	Soirée	Couple avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	49	16,48
03/02/2025	04/02/2025	Thibeau	Jose	Récent	Paris 13	75013	France	Matin	Couple avec deux enfants ou plus	Tarte au sucre	0	Desserts	Plats	35.2	30	24,73
16/05/2025	18/05/2025	Bergeron	José	Récent	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	9	16,48
28/05/2025	29/05/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	110	28,01
12/06/2025	14/06/2025	Bideau	Elizabeth	Habitué	Paris 13	75013	France	Soirée	Célibataire sans enfant	Tarte au sucre	0	Desserts	Plats	35.2	21	24,73
14/06/2025	16/06/2025	Simon	Philip	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	24	28,01
28/02/2025	01/03/2025	Robichaud	Felipe	Habitué	Le Kremlin-B.	94270	France	Soirée	Célibataire avec un enfant	Ravioli Angelo	0	Pâtes et céréales	Plats	13.95	28	O9,56
26/07/2025	28/07/2025	Rommel	Ann	Habitué	Paris 14	75014	France	Après-Midi	Célibataire avec deux enfants ou plus	Camembert Pierrot	0	Produits laitiers	Frais	24.3	50	16,48
30/07/2025	01/08/2025	Forest	Janete	Récent	Paris 5	75005	France	Soirée	Célibataire avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	35	16,48
01/08/2025	02/08/2025	Devaux	Paolo	Habitué	Ivry	94200	France	Soirée	Couple sans enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	4	16,48
02/08/2025	04/08/2025	Babineau	Howard	Récent	Paris 13	75013	France	Matin	Célibataire avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	15	16,48
26/08/2025	29/08/2025	Lavallee	Paula	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Camembert Pierrot	0	Produits laitiers	Frais	24.3	2	16,48
24/03/2024	25/03/2024	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	10	10,71
02/04/2024	05/04/2024	Rimbaut	Patricia	Récent	Ivry	94200	France	Après-Midi	Couple avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	40	10,71
20/04/2024	22/04/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Gnocchi di nonna Alice	0	Pâtes et céréales	Plats	27.15	28	18,86
30/04/2024	01/05/2024	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Après-Midi	Couple avec deux enfants ou plus	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	25	17,6
03/05/2024	04/05/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	39.3	7	28,01
20/05/2024	22/05/2024	Duhon	Thomas	Récent	Paris 14	75014	France	Soirée	Couple avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	12	10,59
20/06/2024	21/06/2024	Lecompte	Martine	Habitué	Le Kremlin-B.	94270	France	Soirée	Couple avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	8.95	18	O6,34
01/07/2024	03/07/2024	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	23.75	35	15,7
01/07/2024	03/07/2024	Fontenot	Carlos	Habitué	Paris 14	75014	France	Après-Midi	Couple avec deux enfants ou plus	Gudbrandsdalsost	0	Produits laitiers	Frais	25.7	24	17,6
11/07/2024	12/07/2024	Melanson	Paula	Habitué	Paris 5	75005	France	Soirée	Couple sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	15	28,01
15/09/2024	16/09/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Camembert Pierrot	0	Produits laitiers	Frais	24.3	45	16,48
05/12/2024	06/12/2024	Fontenot	Carlos	Habitué	Paris 14	75014	France	Matin	Couple avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	30	10,59
08/12/2024	09/12/2024	Gautreaux	Mario	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	21	10,71
08/12/2024	09/12/2024	Gautreaux	Mario	Habitué	Paris 5	75005	France	Soirée	Couple avec deux enfants ou plus	Scottish Longbreads	0	Desserts	Plats	8.95	20	O6,34
24/03/2025	26/03/2025	Prejean	Palle	Récent	Le Kremlin-B.	94270	France	Matin	Célibataire avec un enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	18	28,01
10/05/2025	12/05/2025	Benoit	Matti	Habitué	Ivry	94200	France	Après-Midi	Couple sans enfant	Raclette Courdavault	0	Produits laitiers	Frais	39.3	10	28,01
15/05/2025	17/05/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Fløtemysost	1	Produits laitiers	Frais	15.35	21	10,59
28/05/2025	29/05/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Soirée	Célibataire avec un enfant	Outback Lager	0	Alcools	Boissons	10.7	30	O7,54
08/06/2025	09/06/2025	Rommel	Ann	Habitué	Paris 14	75014	France	Matin	Célibataire avec deux enfants ou plus	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	21	10,71
08/06/2025	09/06/2025	Rommel	Ann	Habitué	Paris 14	75014	France	Matin	Célibataire avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	50	10,59
20/02/2025	22/02/2025	Robichau	Karl	Récent	Paris 13	75013	France	Matin	Célibataire avec deux enfants ou plus	Raclette Courdavault	0	Produits laitiers	Frais	39.3	30	28,01
27/06/2025	28/06/2025	Bergeron	José	Récent	Paris 13	75013	France	Soirée	Célibataire avec un enfant	Outback Lager	0	Alcools	Boissons	10.7	4	O7,54
08/07/2025	10/07/2025	Lapierre	Zbyszek	Récent	Paris 5	75005	France	Matin	Couple sans enfant	Tarte au sucre	0	Desserts	Plats	35.2	12	24,73
14/07/2025	15/07/2025	Bideau	Elizabeth	Habitué	Ivry	94200	France	Soirée	Célibataire sans enfant	Scottish Longbreads	0	Desserts	Plats	8.95	42	O6,34
19/08/2025	21/08/2025	Robichaud	Roland	Habitué	Paris 14	75014	France	Matin	Célibataire avec un enfant	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	23.75	130	15,7
27/03/2024	28/03/2024	Babineau	Laurence	Habitué	Le Kremlin-B.	94270	France	Matin	Couple avec deux enfants ou plus	Lakkalikööri	0	Alcools	Boissons	12.85	20	O9,02
03/05/2024	04/05/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	23.75	24	15,7
05/05/2024	06/05/2024	Arceneaux	Michael	Habitué	Paris 13	75013	France	Soirée	Couple avec un enfant	Outback Lager	0	Alcools	Boissons	10.7	40	O7,54
15/05/2024	16/05/2024	Boutin	Horst	Récent	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Louisiana Fiery Hot Pepper Sauce	0	Condiments	Fruits & Légumes	15.05	80	10,71
25/06/2024	26/06/2024	Lapierre	Zbyszek	Récent	Le Kremlin-B.	94270	France	Matin	Couple sans enfant	Scottish Longbreads	0	Desserts	Plats	8.95	15	O6,34
04/08/2024	07/08/2024	Bideau	Patricio	Habitué	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Rhönbräu Klosterbier	0	Alcools	Boissons	5.55	20	O3,98
28/07/2024	31/07/2024	Blondin	Maria	Habitué	Paris 5	75005	France	Après-Midi	Couple avec deux enfants ou plus	Original Frankfurter grüne Soße	0	Condiments	Fruits & Légumes	9.3	2	O6,79
31/08/2024	01/09/2024	Thibeau	Christina	Récent	Ivry	94200	France	Soirée	Couple sans enfant	Lakkalikööri	0	Alcools	Boissons	12.85	21	O9,02
12/09/2024	13/09/2024	Boutin	Horst	Récent	Paris 5	75005	France	Après-Midi	Couple avec un enfant	Wimmers gute Semmelknödel	0	Pâtes et céréales	Plats	23.75	48	15,7
15/09/2024	16/09/2024	Thibeau	Jose	Récent	Paris 13	75013	France	Soirée	Couple avec deux enfants ou plus	Fløtemysost	1	Produits laitiers	Frais	15.35	55	10,59
12/01/2025	15/01/2025	Pellerin	Ana	Récent	Paris 13	75013	France	Après-Midi	Couple avec un enfant	Mozzarella di Giovanni	0	Produits laitiers	Frais	24.85	10	17,09
